date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:11:24	7560/7560	---M--	200	added ('OK')	font/woff2	etag:%221d88-67e275c7-1c13fd;;;%22	https://xopepsminhdang.com/wp-content/themes/flatsome/assets/css/icons/fl-icons.woff2?v=3.19.11	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-content/themes/flatsome/assets/css/icons/fl-iconsdebf.woff2	(from https://xopepsminhdang.com/)
17:11:24	13356/13356	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22342c-67e275c7-1c13fc;gz%22	https://xopepsminhdang.com/wp-content/themes/flatsome/assets/css/icons/fl-icons.ttf?v=3.19.11	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-content/themes/flatsome/assets/css/icons/fl-iconsdebf.ttf	(from https://xopepsminhdang.com/)
17:11:24	757/757	---M-Z	200	added ('OK')	application/rss+xml	etag:%22b8954d22c5141c052ae961fe5c52dd2a%22	https://xopepsminhdang.com/comments/feed/	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/comments/feed/index.html	(from https://xopepsminhdang.com/)
17:11:24	13432/13432	---M--	200	added ('OK')	application/font-woff	etag:%223478-67e275c7-1c13fb;;;%22	https://xopepsminhdang.com/wp-content/themes/flatsome/assets/css/icons/fl-icons.woff?v=3.19.11	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-content/themes/flatsome/assets/css/icons/fl-iconsdebf.woff	(from https://xopepsminhdang.com/)
17:11:24	39084/39084	---M-Z	200	added ('OK')	image/svg+xml	etag:%2298ac-67e275c7-1c13fe;gz%22	https://xopepsminhdang.com/wp-content/themes/flatsome/assets/css/icons/fl-icons.svg?v=3.19.11	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-content/themes/flatsome/assets/css/icons/fl-iconsdebf.svg	(from https://xopepsminhdang.com/)
17:11:25	31764/31764	---M-Z	200	added ('OK')	text/css	etag:%227c14-67e275c7-1c13ff;gz%22	https://xopepsminhdang.com/wp-content/themes/flatsome/assets/css/flatsome-shop.css?ver=3.19.11	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-content/themes/flatsome/assets/css/flatsome-shop846c.css	(from https://xopepsminhdang.com/)
17:11:25	87553/87553	---M-Z	200	added ('OK')	text/javascript	etag:%2215601-67e651b7-18dd16;gz%22	https://xopepsminhdang.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://xopepsminhdang.com/)
17:11:25	9636/9636	---M-Z	200	added ('OK')	text/javascript	etag:%2225a4-67e272c7-1c038e;gz%22	https://xopepsminhdang.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.9.7.1	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min4a91.js	(from https://xopepsminhdang.com/)
17:11:25	4035/4035	---M-Z	200	added ('OK')	text/javascript	etag:%22fc3-67e272c7-1c0346;gz%22	https://xopepsminhdang.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=9.7.1	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min04d4.js	(from https://xopepsminhdang.com/)
17:11:25	1720/1720	---M-Z	200	added ('OK')	text/javascript	etag:%226b8-67e272c7-1c039f;gz%22	https://xopepsminhdang.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.9.7.1	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min73a9.js	(from https://xopepsminhdang.com/)
17:11:26	1896052/1896052	---M-Z	200	added ('OK')	application/json	date:Sun,%2027%20Jul%202025%2010:11:26%20GMT	https://xopepsminhdang.com/wp-json/	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-json/index.html	(from https://xopepsminhdang.com/)
17:11:26	104680/104680	---MCZ	200	added ('OK')	application/json	date:Sun,%2027%20Jul%202025%2010:11:26%20GMT	https://xopepsminhdang.com/wp-json/wp/v2/pages/42	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-json/wp/v2/pages/42.json	(from https://xopepsminhdang.com/)
17:11:26	822/822	---M-Z	200	added ('OK')	text/xml	date:Sun,%2027%20Jul%202025%2010:11:27%20GMT	https://xopepsminhdang.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/xmlrpc0db0.php	(from https://xopepsminhdang.com/)
17:11:26	2245/2245	---MCZ	200	added ('OK')	application/json	date:Sun,%2027%20Jul%202025%2010:11:27%20GMT	https://xopepsminhdang.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fxopepsminhdang.com%2F	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-json/oembed/1.0/embeda1e1.json	(from https://xopepsminhdang.com/)
17:11:26	2432/2432	---M-Z	200	added ('OK')	text/xml	date:Sun,%2027%20Jul%202025%2010:11:27%20GMT	https://xopepsminhdang.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fxopepsminhdang.com%2F&format=xml	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-json/oembed/1.0/embed23b2	(from https://xopepsminhdang.com/)
17:11:27	326628/326628	---M--	200	added ('OK')	font/woff2	etag:%224fbe4-67e272c7-1c0ae6;;;%22	https://xopepsminhdang.com/wp-content/plugins/woocommerce/assets/fonts/Inter-VariableFont_slnt,wght.woff2	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-content/plugins/woocommerce/assets/fonts/Inter-VariableFont_slnt,wght.woff2	(from https://xopepsminhdang.com/)
17:11:27	146060/146060	---M--	200	added ('OK')	font/woff2	etag:%2223a8c-67e272c7-1c0ae2;;;%22	https://xopepsminhdang.com/wp-content/plugins/woocommerce/assets/fonts/cardo_normal_400.woff2	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-content/plugins/woocommerce/assets/fonts/cardo_normal_400.woff2	(from https://xopepsminhdang.com/)
17:11:27	2722/2722	---M--	200	added ('OK')	image/png	etag:%22aa2-67ecedd2-1a93ec;;;%22	https://xopepsminhdang.com/wp-content/uploads/2025/03/cropped-minh-dang-logo-32x32.png	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-content/uploads/2025/03/cropped-minh-dang-logo-32x32.png	(from https://xopepsminhdang.com/)
17:11:27	52133/52133	---M--	200	added ('OK')	image/png	etag:%22cba5-67ecedd2-1a93ea;;;%22	https://xopepsminhdang.com/wp-content/uploads/2025/03/cropped-minh-dang-logo-192x192.png	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-content/uploads/2025/03/cropped-minh-dang-logo-192x192.png	(from https://xopepsminhdang.com/)
17:11:28	46843/46843	---M--	200	added ('OK')	image/png	etag:%22b6fb-67ecedd2-1a93eb;;;%22	https://xopepsminhdang.com/wp-content/uploads/2025/03/cropped-minh-dang-logo-180x180.png	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-content/uploads/2025/03/cropped-minh-dang-logo-180x180.png	(from https://xopepsminhdang.com/)
17:11:28	74115/74115	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2027%20Jul%202025%2010:11:28%20GMT	https://xopepsminhdang.com/wp-content/uploads/2021/08/icon-zalo.png	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-content/uploads/2021/08/icon-zalo.png	(from https://xopepsminhdang.com/)
17:11:29	74107/74107	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2027%20Jul%202025%2010:11:29%20GMT	https://xopepsminhdang.com/wp-content/uploads/2021/08/chat.svg	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-content/uploads/2021/08/chat.svg	(from https://xopepsminhdang.com/)
17:11:29	712928/712928	---M--	200	added ('OK')	image/png	etag:%22ae0e0-67e27a29-1ad9c8;;;%22	https://xopepsminhdang.com/wp-content/uploads/2025/03/minh-dang-logo.png	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-content/uploads/2025/03/minh-dang-logo.png	(from https://xopepsminhdang.com/)
17:11:29	73689/73689	---M--	200	added ('OK')	image/jpeg	etag:%2211fd9-67e2812e-1ad9b7;;;%22	https://xopepsminhdang.com/wp-content/uploads/2025/03/eps.jpg	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-content/uploads/2025/03/eps.jpg	(from https://xopepsminhdang.com/)
17:11:29	79912/79912	---M-Z	200	added ('OK')	text/html	date:Sun,%2027%20Jul%202025%2010:11:30%20GMT	https://xopepsminhdang.com/ve-chung-toi/	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/ve-chung-toi/index.html	(from https://xopepsminhdang.com/)
17:11:30	91562/91562	---M-Z	200	added ('OK')	text/html	date:Sun,%2027%20Jul%202025%2010:11:30%20GMT	https://xopepsminhdang.com/blox-dang-khoi/	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/blox-dang-khoi/index.html	(from https://xopepsminhdang.com/)
17:11:30	1089331/1089331	---M--	200	added ('OK')	image/png	etag:%22109f33-67e27cf5-1ad9c4;;;%22	https://xopepsminhdang.com/wp-content/uploads/2025/03/Slide3.png	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-content/uploads/2025/03/Slide3.png	(from https://xopepsminhdang.com/)
17:11:30	874/874	---M--	200	added ('OK')	image/png	etag:%2236a-5a9e7ce39fe80%22	https://grocery.isures.com/wp-content/uploads/2020/07/request.png	C:/My%20Web%20Sites/XopKinhBac/grocery.isures.com/wp-content/uploads/2020/07/request.png	(from https://xopepsminhdang.com/)
17:11:30	114213/114213	---M-Z	200	added ('OK')	text/html	date:Sun,%2027%20Jul%202025%2010:11:30%20GMT	https://xopepsminhdang.com/xop-eps-dinh-hinh/	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/xop-eps-dinh-hinh/index.html	(from https://xopepsminhdang.com/)
17:11:31	82447/82447	---M-Z	200	added ('OK')	text/html	date:Sun,%2027%20Jul%202025%2010:11:31%20GMT	https://xopepsminhdang.com/ton-nen-chong-nong-trong-xay-dung/	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/ton-nen-chong-nong-trong-xay-dung/index.html	(from https://xopepsminhdang.com/)
17:11:31	96521/96521	---M-Z	200	added ('OK')	text/html	date:Sun,%2027%20Jul%202025%2010:11:31%20GMT	https://xopepsminhdang.com/hang-dong-goi/	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/hang-dong-goi/index.html	(from https://xopepsminhdang.com/)
17:11:31	3816/3816	---M--	200	added ('OK')	image/webp	etag:%22ee8-67e28362-1ad9bd;;;%22	https://xopepsminhdang.com/wp-content/uploads/2025/03/demo-247x296.webp	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-content/uploads/2025/03/demo-247x296.webp	(from https://xopepsminhdang.com/)
17:11:31	85303/85303	---M-Z	200	added ('OK')	text/html	date:Sun,%2027%20Jul%202025%2010:11:31%20GMT	https://xopepsminhdang.com/dich-vu/	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/dich-vu/index.html	(from https://xopepsminhdang.com/)
17:11:31	9140/9140	---M--	200	added ('OK')	image/jpeg	etag:%2223b4-67eab59f-1a8e36;;;%22	https://xopepsminhdang.com/wp-content/uploads/2025/03/IMG_20250331_164547-247x296.jpg	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-content/uploads/2025/03/IMG_20250331_164547-247x296.jpg	(from https://xopepsminhdang.com/)
17:11:31	9610/9610	---M--	200	added ('OK')	image/jpeg	etag:%22258a-67ebee28-1a939d;;;%22	https://xopepsminhdang.com/wp-content/uploads/2025/04/IMG_20250401_204038-247x296.jpg	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-content/uploads/2025/04/IMG_20250401_204038-247x296.jpg	(from https://xopepsminhdang.com/)
17:11:32	8397/8397	---M--	200	added ('OK')	image/jpeg	etag:%2220cd-67ebed8a-1a9396;;;%22	https://xopepsminhdang.com/wp-content/uploads/2025/04/IMG_20250401_204052-247x296.jpg	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-content/uploads/2025/04/IMG_20250401_204052-247x296.jpg	(from https://xopepsminhdang.com/)
17:11:32	9554/9554	---M--	200	added ('OK')	image/jpeg	etag:%222552-67eae877-1a8e99;;;%22	https://xopepsminhdang.com/wp-content/uploads/2025/04/IMG_20250331_164604-247x296.jpg	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-content/uploads/2025/04/IMG_20250331_164604-247x296.jpg	(from https://xopepsminhdang.com/)
17:11:32	88979/88979	---M-Z	200	added ('OK')	text/html	date:Sun,%2027%20Jul%202025%2010:11:32%20GMT	https://xopepsminhdang.com/tin-tuc/	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/tin-tuc/index.html	(from https://xopepsminhdang.com/)
17:11:32	8660/8660	---M--	200	added ('OK')	image/jpeg	etag:%2221d4-67eac1df-1a8e8e;;;%22	https://xopepsminhdang.com/wp-content/uploads/2025/03/IMG_20250331_164603-247x296.jpg	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-content/uploads/2025/03/IMG_20250331_164603-247x296.jpg	(from https://xopepsminhdang.com/)
17:11:32	5649/5649	---M--	200	added ('OK')	image/jpeg	etag:%221611-67eabe30-1a8e85;;;%22	https://xopepsminhdang.com/wp-content/uploads/2025/03/IMG_20250331_164534-247x296.jpg	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-content/uploads/2025/03/IMG_20250331_164534-247x296.jpg	(from https://xopepsminhdang.com/)
17:11:32	6768/6768	---M--	200	added ('OK')	image/jpeg	etag:%221a70-67eabdd6-1a8e7c;;;%22	https://xopepsminhdang.com/wp-content/uploads/2025/03/IMG_20250331_164530-247x296.jpg	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-content/uploads/2025/03/IMG_20250331_164530-247x296.jpg	(from https://xopepsminhdang.com/)
17:11:33	9156/9156	---M--	200	added ('OK')	image/jpeg	etag:%2223c4-67eabd6b-1a8e76;;;%22	https://xopepsminhdang.com/wp-content/uploads/2025/03/IMG_20250331_164525-247x296.jpg	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-content/uploads/2025/03/IMG_20250331_164525-247x296.jpg	(from https://xopepsminhdang.com/)
17:11:33	6861/6861	---M--	200	added ('OK')	image/jpeg	etag:%221acd-67eabcc5-1a8e6f;;;%22	https://xopepsminhdang.com/wp-content/uploads/2025/03/IMG_20250331_164447-247x296.jpg	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-content/uploads/2025/03/IMG_20250331_164447-247x296.jpg	(from https://xopepsminhdang.com/)
17:11:33	75473/75473	---M-Z	200	added ('OK')	text/html	date:Sun,%2027%20Jul%202025%2010:11:33%20GMT	https://xopepsminhdang.com/lien-he/	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/lien-he/index.html	(from https://xopepsminhdang.com/)
17:11:33	7106/7106	---M--	200	added ('OK')	image/jpeg	etag:%221bc2-67eabbcf-1a8e68;;;%22	https://xopepsminhdang.com/wp-content/uploads/2025/03/IMG_20250331_164446-247x296.jpg	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-content/uploads/2025/03/IMG_20250331_164446-247x296.jpg	(from https://xopepsminhdang.com/)
17:11:33	7491/7491	---M--	200	added ('OK')	image/jpeg	etag:%221d43-67eabb4d-1a8e61;;;%22	https://xopepsminhdang.com/wp-content/uploads/2025/03/IMG_20250331_164445-247x296.jpg	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-content/uploads/2025/03/IMG_20250331_164445-247x296.jpg	(from https://xopepsminhdang.com/)
17:11:34	7140/7140	---M--	200	added ('OK')	image/jpeg	etag:%221be4-67eabaf6-1a8e5a;;;%22	https://xopepsminhdang.com/wp-content/uploads/2025/03/IMG_20250331_164443-247x296.jpg	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-content/uploads/2025/03/IMG_20250331_164443-247x296.jpg	(from https://xopepsminhdang.com/)
17:11:34	7443/7443	---M--	200	added ('OK')	image/jpeg	etag:%221d13-67eaba75-1a8e54;;;%22	https://xopepsminhdang.com/wp-content/uploads/2025/03/IMG_20250331_164425-247x296.jpg	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-content/uploads/2025/03/IMG_20250331_164425-247x296.jpg	(from https://xopepsminhdang.com/)
17:11:34	113469/113469	---M-Z	200	added ('OK')	text/html	date:Sun,%2027%20Jul%202025%2010:11:34%20GMT	https://xopepsminhdang.com/xop-eps-minh-dang/	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/xop-eps-minh-dang/index.html	(from https://xopepsminhdang.com/)
17:11:34	12391/12391	---M--	200	added ('OK')	image/jpeg	etag:%223067-67eab78c-1a8e4f;;;%22	https://xopepsminhdang.com/wp-content/uploads/2025/03/IMG_20250331_164611-247x296.jpg	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-content/uploads/2025/03/IMG_20250331_164611-247x296.jpg	(from https://xopepsminhdang.com/)
17:11:34	12978/12978	---M--	200	added ('OK')	image/jpeg	etag:%2232b2-67eab654-1a8e48;;;%22	https://xopepsminhdang.com/wp-content/uploads/2025/03/IMG_20250331_164614-247x296.jpg	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-content/uploads/2025/03/IMG_20250331_164614-247x296.jpg	(from https://xopepsminhdang.com/)
17:11:35	11623/11623	---M--	200	added ('OK')	image/jpeg	etag:%222d67-67eab5fa-1a8e3e;;;%22	https://xopepsminhdang.com/wp-content/uploads/2025/03/IMG_20250331_164551-247x296.jpg	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-content/uploads/2025/03/IMG_20250331_164551-247x296.jpg	(from https://xopepsminhdang.com/)
17:11:35	7173/7173	---M--	200	added ('OK')	image/jpeg	etag:%221c05-67eab54d-1a8e2c;;;%22	https://xopepsminhdang.com/wp-content/uploads/2025/03/IMG_20250331_164544-247x296.jpg	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-content/uploads/2025/03/IMG_20250331_164544-247x296.jpg	(from https://xopepsminhdang.com/)
17:11:35	116329/116329	---M-Z	200	added ('OK')	text/html	date:Sun,%2027%20Jul%202025%2010:11:35%20GMT	https://xopepsminhdang.com/goc-xop-eps-dinh-hinh-dong-hang/	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/goc-xop-eps-dinh-hinh-dong-hang/index.html	(from https://xopepsminhdang.com/)
17:11:35	7467/7467	---M--	200	added ('OK')	image/jpeg	etag:%221d2b-67eab4e7-1a8e22;;;%22	https://xopepsminhdang.com/wp-content/uploads/2025/03/IMG_20250331_164541-247x296.jpg	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-content/uploads/2025/03/IMG_20250331_164541-247x296.jpg	(from https://xopepsminhdang.com/)
17:11:35	9112/9112	---M--	200	added ('OK')	image/jpeg	etag:%222398-67eab3f6-1a8e1d;;;%22	https://xopepsminhdang.com/wp-content/uploads/2025/03/IMG_20250331_164512-247x296.jpg	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-content/uploads/2025/03/IMG_20250331_164512-247x296.jpg	(from https://xopepsminhdang.com/)
17:11:36	10246/10246	---M--	200	added ('OK')	image/jpeg	etag:%222806-67eab395-1a8e15;;;%22	https://xopepsminhdang.com/wp-content/uploads/2025/03/IMG_20250331_164501-247x296.jpg	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-content/uploads/2025/03/IMG_20250331_164501-247x296.jpg	(from https://xopepsminhdang.com/)
17:11:36	7338/7338	---M--	200	added ('OK')	image/jpeg	etag:%221caa-67ebfbec-1a93e0;;;%22	https://xopepsminhdang.com/wp-content/uploads/2025/04/FB_IMG_1743518643203-247x296.jpg	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-content/uploads/2025/04/FB_IMG_1743518643203-247x296.jpg	(from https://xopepsminhdang.com/)
17:11:36	115818/115818	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Jul%202025%2010:11:36%20GMT	https://xopepsminhdang.com/xop-eps-dinh-hinh-hop-dong-hang/	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/xop-eps-dinh-hinh-hop-dong-hang/index.html	(from https://xopepsminhdang.com/)
17:11:36	13042/13042	---M--	200	added ('OK')	image/jpeg	etag:%2232f2-67ebfa08-1a93d9;;;%22	https://xopepsminhdang.com/wp-content/uploads/2025/04/IMG_20250401_211243-247x296.jpg	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-content/uploads/2025/04/IMG_20250401_211243-247x296.jpg	(from https://xopepsminhdang.com/)
17:11:36	13736/13736	---M--	200	added ('OK')	image/jpeg	etag:%2235a8-67ebf9a0-1a93d3;;;%22	https://xopepsminhdang.com/wp-content/uploads/2025/04/IMG_20250401_211228-247x296.jpg	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-content/uploads/2025/04/IMG_20250401_211228-247x296.jpg	(from https://xopepsminhdang.com/)
17:11:37	11358/11358	---M--	200	added ('OK')	image/jpeg	etag:%222c5e-67ebf8aa-1a93cb;;;%22	https://xopepsminhdang.com/wp-content/uploads/2025/04/IMG_20250401_205143-247x296.jpg	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-content/uploads/2025/04/IMG_20250401_205143-247x296.jpg	(from https://xopepsminhdang.com/)
17:11:37	7745/7745	---M--	200	added ('OK')	image/jpeg	etag:%221e41-67ebf858-1a93c4;;;%22	https://xopepsminhdang.com/wp-content/uploads/2025/04/IMG_20250401_204939-247x296.jpg	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/wp-content/uploads/2025/04/IMG_20250401_204939-247x296.jpg	(from https://xopepsminhdang.com/)
17:11:37	115507/115507	---MCZ	200	added ('OK')	text/html	date:Sun,%2027%20Jul%202025%2010:11:37%20GMT	https://xopepsminhdang.com/xop-eps-dong-goi-hang-hoa/	C:/My%20Web%20Sites/XopKinhBac/xopepsminhdang.com/xop-eps-dong-goi-hang-hoa/index.html	(from https://xopepsminhdang.com/)
